-23.07511401	-8.58720459	0.75	0.75	1
-93.40383988	-11.0338383	0.75	0.75	1
-87.16732258	-4.17366927	0.8	0.8	3
-85.8240727	0.91149099	0.1	0.1	2
-85.53623344	-1.4391963	0.8	0.8	3
-80.45107318	2.68649976	3	3	4
-77.62065378	2.97433902	3	3	4
-75.60577896	0.67162494	0.1	0.1	2
-78.91593045	-0.09594642	0.8	0.8	3
-83.4254122	-4.94124063	0.8	0.8	3
-82.03418911	-6.42841014	0.8	0.8	3
-73.97468982	-6.76422261	0.8	0.8	3
-66.53884227	-0.67162494	0.8	0.8	3
-65.62735128	1.63108914	3	3	4
-63.90031572	1.87095519	3	3	4
-66.44289585	-1.82298198	0.8	0.8	3
-65.00369955	-3.07028544	0.8	0.8	3
-61.45368201	-1.58311593	0.8	0.8	3
-60.35029818	0.71959815	0.1	0.1	2
-59.29488756	1.10338383	3	3	4
-57.37595916	-3.74191038	0.8	0.8	3
-59.19894114	-4.17366927	0.8	0.8	3
-56.6083878	-5.51691915	0.8	0.8	3
-42.40831764	-5.32502631	0.8	0.8	3
-37.27518417	0.52770531	0.8	0.8	3
-35.16436293	0.14391963	0.8	0.8	3
-32.76570243	-4.74934779	0.8	0.8	3
-23.45889969	-5.13313347	0.8	0.8	3
-13.4324988	-2.8783926	0.8	0.8	3
-12.80884707	-4.94124063	0.8	0.8	3
